y,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0,"1.766,00000","1.246,00000","4.911,00000","1,00000","15,00000","53,00000","345,00000","26,00000","1.140,00000","27,00000","1.555,00000","16,56516","0,01007","0,00397","0,00660","1,00000","3.796,00000","2,00000","1.563,00000","6.132,00000","0,00125","0,00397","0,00725","0,00354","8.841,00000","11,00000","191,00000","1.292,00000","0,00910","0,00902"
0,"1.766,00000","1.246,00000","4.911,00000","1,00000","15,00000","53,00000","345,00000","26,00000","1.140,00000","27,00000","1.555,00000","18,03416","0,01007","0,00397","0,00660","1,00000","3.796,00000","2,00000","1.563,00000","6.132,00000","0,00125","0,00397","0,00674","0,00455","10.319,00000","11,00000","179,00000","1.292,00000","0,00910","0,00902"
0,"1.714,00000","1.136,00000","5.112,00000","1,00000","17,00000","55,00000","359,00000","27,00000","1.120,00000","28,00000","1.510,00000","21,98852","0,01060","0,00397","0,00662","1,00000","6.116,00000","2,00000","1.625,00000","6.278,00000","0,00123","0,00384","0,00615","0,00444","5.047,00000","10,00000","186,00000","1.256,00000","0,00876","0,00902"
0,"1.714,00000","1.136,00000","5.112,00000","1,00000","17,00000","55,00000","359,00000","27,00000","1.120,00000","28,00000","1.510,00000","25,33355","0,01060","0,00397","0,00662","1,00000","6.116,00000","2,00000","1.625,00000","6.278,00000","0,00123","0,00384","0,00572","0,00506","7.574,00000","10,00000","167,00000","1.256,00000","0,00876","0,00902"
0,"1.714,00000","1.136,00000","5.112,00000","1,00000","17,00000","55,00000","359,00000","27,00000","1.120,00000","28,00000","1.510,00000","27,58012","0,01060","0,00397","0,00662","1,00000","6.116,00000","2,00000","1.625,00000","6.278,00000","0,00123","0,00384","0,00531","0,00516","7.503,00000","10,00000","157,00000","1.256,00000","0,00876","0,00902"
0,"1.655,00000","1.274,00000","4.862,00000","1,00000","15,00000","52,00000","342,00000","25,00000","1.145,00000","26,00000","1.567,00000","20,77763","0,00994","0,00397","0,00660","1,00000","5.418,00000","2,00000","1.548,00000","6.096,00000","0,00125","0,00400","0,00316","0,00364","5.668,00000","11,00000","169,00000","1.301,00000","0,00915","0,00902"
0,"1.655,00000","1.274,00000","4.862,00000","1,00000","15,00000","52,00000","342,00000","25,00000","1.145,00000","26,00000","1.567,00000","26,06130","0,00994","0,00397","0,00660","1,00000","5.418,00000","2,00000","1.548,00000","6.096,00000","0,00125","0,00400","0,00469","0,00469","5.505,00000","11,00000","82,00000","1.301,00000","0,00915","0,00902"
0,"1.544,00000","1.036,00000","5.322,00000","1,00000","18,00000","57,00000","374,00000","29,00000","1.101,00000","30,00000","1.466,00000","21,88310","0,01116","0,00397","0,00663","1,00000","5.540,00000","2,00000","1.690,00000","6.428,00000","0,00121","0,00371","0,00521","0,00422","7.406,00000","9,00000","145,00000","1.222,00000","0,00843","0,00902"
0,"1.538,00000","1.350,00000","4.742,00000","1,00000","14,00000","51,00000","333,00000","24,00000","1.157,00000","25,00000","1.596,00000","30,88846","0,00963","0,00397","0,00659","1,00000","6.875,00000","2,00000","1.510,00000","6.006,00000","0,00127","0,00409","0,00365","0,00455","5.560,00000","11,00000","183,00000","1.324,00000","0,00941","0,00902"
0,"1.472,00000","1.162,00000","5.061,00000","1,00000","16,00000","54,00000","356,00000","27,00000","1.125,00000","28,00000","1.521,00000","27,58012","0,01047","0,00397","0,00662","1,00000","4.123,00000","2,00000","1.609,00000","6.241,00000","0,00123","0,00387","0,00469","0,00361","6.426,00000","10,00000","168,00000","1.265,00000","0,00881","0,00902"
0,"1.472,00000","1.162,00000","5.061,00000","1,00000","16,00000","54,00000","356,00000","27,00000","1.125,00000","28,00000","1.521,00000","15,00188","0,01047","0,00397","0,00662","1,00000","4.123,00000","2,00000","1.609,00000","6.241,00000","0,00123","0,00387","0,00454","0,00484","7.287,00000","10,00000","170,00000","1.265,00000","0,00881","0,00902"
0,"1.297,00000","1.381,00000","4.694,00000","1,00000","14,00000","50,00000","330,00000","24,00000","1.162,00000","25,00000","1.608,00000","16,80141","0,00950","0,00397","0,00659","1,00000","5.856,00000","2,00000","1.495,00000","5.971,00000","0,00127","0,00412","0,00345","0,00371","5.948,00000","12,00000","168,00000","1.333,00000","0,00946","0,00902"
0,"1.772,00000","1.231,00000","4.936,00000","1,00000","15,00000","53,00000","347,00000","26,00000","1.137,00000","27,00000","1.549,00000","17,78058","0,01013","0,00397","0,00661","1,00000","4.390,00000","2,00000","1.570,00000","6.150,00000","0,00125","0,00395","0,00687","0,00503","10.122,00000","10,00000","181,00000","1.288,00000","0,00905","0,00911"
0,"1.772,00000","1.231,00000","4.936,00000","1,00000","15,00000","53,00000","347,00000","26,00000","1.137,00000","27,00000","1.549,00000","20,48547","0,01013","0,00397","0,00661","1,00000","4.390,00000","2,00000","1.570,00000","6.150,00000","0,00125","0,00395","0,00638","0,00516","4.763,00000","10,00000","163,00000","1.288,00000","0,00905","0,00911"
0,"1.721,00000","1.123,00000","5.138,00000","1,00000","17,00000","55,00000","361,00000","27,00000","1.118,00000","29,00000","1.504,00000","24,97733","0,01067","0,00397","0,00662","1,00000","6.157,00000","2,00000","1.633,00000","6.297,00000","0,00123","0,00382","0,00582","0,00438","7.429,00000","10,00000","170,00000","1.252,00000","0,00871","0,00911"
0,"1.721,00000","1.123,00000","5.138,00000","1,00000","17,00000","55,00000","361,00000","27,00000","1.118,00000","29,00000","1.504,00000","27,19231","0,01067","0,00397","0,00662","1,00000","6.157,00000","2,00000","1.633,00000","6.297,00000","0,00123","0,00382","0,00541","0,00631","7.503,00000","10,00000","159,00000","1.252,00000","0,00871","0,00911"
0,"1.561,00000","1.334,00000","4.766,00000","1,00000","14,00000","51,00000","335,00000","25,00000","1.155,00000","26,00000","1.590,00000","30,45413","0,00969","0,00397","0,00659","1,00000","7.760,00000","2,00000","1.518,00000","6.024,00000","0,00127","0,00407","0,00392","0,00503","5.453,00000","11,00000","186,00000","1.320,00000","0,00935","0,00911"
0,"1.542,00000","1.048,00000","5.295,00000","1,00000","18,00000","57,00000","372,00000","29,00000","1.104,00000","30,00000","1.472,00000","21,93202","0,01109","0,00397","0,00663","1,00000","5.542,00000","2,00000","1.682,00000","6.410,00000","0,00120","0,00373","0,00521","0,00422","7.459,00000","9,00000","145,00000","1.226,00000","0,00843","0,00911"
0,"1.494,00000","1.149,00000","5.087,00000","1,00000","16,00000","55,00000","358,00000","27,00000","1.123,00000","28,00000","1.516,00000","27,19231","0,01053","0,00397","0,00662","1,00000","6.092,00000","2,00000","1.617,00000","6.260,00000","0,00123","0,00386","0,00469","0,00357","5.948,00000","10,00000","169,00000","1.261,00000","0,00876","0,00911"
0,"1.494,00000","1.149,00000","5.087,00000","1,00000","16,00000","55,00000","358,00000","27,00000","1.123,00000","28,00000","1.516,00000","14,79094","0,01053","0,00397","0,00662","1,00000","6.092,00000","2,00000","1.617,00000","6.260,00000","0,00123","0,00386","0,00489","0,00306","7.148,00000","10,00000","90,00000","1.261,00000","0,00876","0,00911"
0,"1.474,00000","1.366,00000","4.718,00000","1,00000","14,00000","51,00000","332,00000","24,00000","1.160,00000","25,00000","1.602,00000","16,56516","0,00956","0,00397","0,00659","1,00000","6.672,00000","3,00000","1.503,00000","5.989,00000","0,00127","0,00411","0,00410","0,00368","5.505,00000","12,00000","168,00000","1.329,00000","0,00941","0,00911"
0,"1.779,00000","1.217,00000","4.961,00000","1,00000","16,00000","53,00000","349,00000","26,00000","1.135,00000","27,00000","1.544,00000","17,53056","0,01020","0,00397","0,00661","1,00000","4.140,00000","2,00000","1.578,00000","6.168,00000","0,00124","0,00394","0,00699","0,00354","9.928,00000","10,00000","183,00000","1.283,00000","0,00900","0,00920"
0,"1.779,00000","1.217,00000","4.961,00000","1,00000","16,00000","53,00000","349,00000","26,00000","1.135,00000","27,00000","1.544,00000","20,19742","0,01020","0,00397","0,00661","1,00000","4.140,00000","2,00000","1.578,00000","6.168,00000","0,00124","0,00394","0,00650","0,00631","10.220,00000","10,00000","165,00000","1.283,00000","0,00900","0,00920"
0,"1.727,00000","1.110,00000","5.164,00000","1,00000","17,00000","55,00000","363,00000","28,00000","1.116,00000","29,00000","1.499,00000","24,62613","0,01074","0,00397","0,00662","1,00000","3.796,00000","2,00000","1.641,00000","6.316,00000","0,00122","0,00381","0,00593","0,00455","7.287,00000","9,00000","172,00000","1.248,00000","0,00866","0,00920"
0,"1.727,00000","1.110,00000","5.164,00000","1,00000","17,00000","55,00000","363,00000","28,00000","1.116,00000","29,00000","1.499,00000","26,80996","0,01074","0,00397","0,00662","1,00000","3.796,00000","2,00000","1.641,00000","6.316,00000","0,00122","0,00381","0,00551","0,00506","7.504,00000","9,00000","161,00000","1.248,00000","0,00866","0,00920"
0,"1.705,00000","1.246,00000","4.911,00000","1,00000","15,00000","53,00000","345,00000","26,00000","1.140,00000","27,00000","1.555,00000","21,98852","0,01007","0,00397","0,00660","1,00000","4.494,00000","2,00000","1.563,00000","6.132,00000","0,00124","0,00397","0,00483","0,00364","7.287,00000","11,00000","168,00000","1.292,00000","0,00905","0,00920"
0,"1.705,00000","1.246,00000","4.911,00000","1,00000","15,00000","53,00000","345,00000","26,00000","1.140,00000","27,00000","1.555,00000","25,33355","0,01007","0,00397","0,00660","1,00000","4.494,00000","2,00000","1.563,00000","6.132,00000","0,00124","0,00397","0,00476","0,00306","7.894,00000","11,00000","134,00000","1.292,00000","0,00905","0,00920"
0,"1.583,00000","1.350,00000","4.742,00000","1,00000","14,00000","51,00000","333,00000","24,00000","1.157,00000","25,00000","1.596,00000","16,33224","0,00963","0,00397","0,00659","1,00000","4.919,00000","2,00000","1.510,00000","6.006,00000","0,00126","0,00409","0,00514","0,00364","5.095,00000","11,00000","169,00000","1.324,00000","0,00935","0,00920"
0,"1.544,00000","1.013,00000","5.376,00000","1,00000","18,00000","58,00000","378,00000","29,00000","1.097,00000","31,00000","1.455,00000","21,88532","0,01131","0,00397","0,00664","1,00000","5.540,00000","2,00000","1.707,00000","6.467,00000","0,00120","0,00368","0,00521","0,00422","7.407,00000","9,00000","145,00000","1.213,00000","0,00834","0,00920"
0,"1.516,00000","1.136,00000","5.112,00000","1,00000","17,00000","55,00000","359,00000","27,00000","1.120,00000","28,00000","1.510,00000","26,80996","0,01060","0,00397","0,00662","1,00000","5.418,00000","2,00000","1.625,00000","6.278,00000","0,00122","0,00384","0,00483","0,00354","5.505,00000","10,00000","169,00000","1.256,00000","0,00871","0,00920"
0,"1.516,00000","1.136,00000","5.112,00000","1,00000","17,00000","55,00000","359,00000","27,00000","1.120,00000","28,00000","1.510,00000","30,88846","0,01060","0,00397","0,00662","1,00000","5.418,00000","2,00000","1.625,00000","6.278,00000","0,00122","0,00384","0,00706","0,00371","6.006,00000","10,00000","80,00000","1.256,00000","0,00871","0,00920"
0,"1.778,00000","1.015,00000","6.407,00000","1,00000","26,00000","68,00000","450,00000","38,00000","1.017,00000","39,00000","1.279,00000","26,80996","0,01417","0,00397","0,00671","1,00000","5.227,00000","2,00000","2.026,00000","7.171,00000","0,00107","0,00343","0,00337","0,00410","6.877,00000","9,00000","126,00000","1.172,00000","0,00560","0,00925"
0,"1.778,00000","1.015,00000","6.407,00000","1,00000","26,00000","68,00000","450,00000","38,00000","1.017,00000","39,00000","1.279,00000","30,88846","0,01417","0,00397","0,00671","1,00000","5.227,00000","2,00000","2.026,00000","7.171,00000","0,00107","0,00343","0,00345","0,00497","10.319,00000","9,00000","173,00000","1.172,00000","0,00560","0,00925"
0,"1.776,00000","1.021,00000","6.375,00000","1,00000","26,00000","68,00000","448,00000","37,00000","1.020,00000","39,00000","1.284,00000","23,93845","0,01408","0,00397","0,00670","1,00000","5.191,00000","2,00000","2.016,00000","7.149,00000","0,00108","0,00347","0,00333","0,00380","8.756,00000","9,00000","89,00000","1.270,00000","0,00782","0,00925"
0,"1.776,00000","1.021,00000","6.375,00000","1,00000","26,00000","68,00000","448,00000","37,00000","1.020,00000","39,00000","1.284,00000","26,06130","0,01408","0,00397","0,00670","1,00000","5.191,00000","2,00000","2.016,00000","7.149,00000","0,00108","0,00347","0,00544","0,00410","5.246,00000","9,00000","127,00000","1.270,00000","0,00782","0,00925"
0,"1.746,00000","1.108,00000","6.094,00000","1,00000","24,00000","65,00000","428,00000","35,00000","1.039,00000","37,00000","1.327,00000","25,33355","0,01328","0,00397","0,00669","1,00000","5.596,00000","2,00000","1.929,00000","6.962,00000","0,00109","0,00442","0,00315","0,00618","7.722,00000","14,00000","186,00000","816,00000","0,00957","0,00925"
0,"1.746,00000","1.108,00000","6.094,00000","1,00000","24,00000","65,00000","428,00000","35,00000","1.039,00000","37,00000","1.327,00000","27,58012","0,01328","0,00397","0,00669","1,00000","5.596,00000","2,00000","1.929,00000","6.962,00000","0,00109","0,00442","0,00725","0,00515","10.319,00000","14,00000","174,00000","816,00000","0,00957","0,00925"
0,"1.740,00000","1.208,00000","6.063,00000","1,00000","24,00000","65,00000","426,00000","35,00000","1.042,00000","36,00000","1.332,00000","24,62613","0,01320","0,00397","0,00668","1,00000","5.558,00000","2,00000","1.919,00000","6.941,00000","0,00109","0,00449","0,00339","0,00618","6.877,00000","13,00000","186,00000","716,00000","0,00649","0,00925"
0,"1.727,00000","1.044,00000","6.003,00000","1,00000","23,00000","64,00000","422,00000","34,00000","1.046,00000","36,00000","1.342,00000","15,87617","0,01303","0,00397","0,00668","1,00000","5.483,00000","2,00000","1.901,00000","6.901,00000","0,00110","0,00440","0,00561","0,00427","6.489,00000","14,00000","127,00000","974,00000","0,00714","0,00925"
0,"1.696,00000","949,00000","6.343,00000","1,00000","26,00000","68,00000","446,00000","37,00000","1.022,00000","39,00000","1.289,00000","16,80141","0,01399","0,00397","0,00670","1,00000","5.520,00000","2,00000","2.006,00000","7.128,00000","0,00107","0,00354","0,00615","0,00510","6.616,00000","11,00000","163,00000","1.482,00000","0,00782","0,00925"
0,"1.696,00000","949,00000","6.343,00000","1,00000","26,00000","68,00000","446,00000","37,00000","1.022,00000","39,00000","1.289,00000","18,29135","0,01399","0,00397","0,00670","1,00000","5.520,00000","2,00000","2.006,00000","7.128,00000","0,00107","0,00354","0,00572","0,00249","8.841,00000","11,00000","153,00000","1.482,00000","0,00782","0,00925"
0,"1.689,00000","1.287,00000","6.312,00000","1,00000","26,00000","67,00000","443,00000","37,00000","1.024,00000","39,00000","1.294,00000","14,17574","0,01390","0,00397","0,00670","1,00000","5.483,00000","2,00000","1.996,00000","7.107,00000","0,00108","0,00374","0,00674","0,00446","7.501,00000","11,00000","183,00000","1.229,00000","0,00616","0,00925"
0,"1.689,00000","1.287,00000","6.312,00000","1,00000","26,00000","67,00000","443,00000","37,00000","1.024,00000","39,00000","1.294,00000","16,33224","0,01390","0,00397","0,00670","1,00000","5.483,00000","2,00000","1.996,00000","7.107,00000","0,00108","0,00374","0,00626","0,00510","6.616,00000","11,00000","165,00000","1.229,00000","0,00616","0,00925"
0,"1.659,00000","1.321,00000","6.155,00000","1,00000","24,00000","66,00000","432,00000","36,00000","1.035,00000","37,00000","1.318,00000","21,98852","0,01346","0,00397","0,00669","1,00000","5.299,00000","2,00000","1.948,00000","7.003,00000","0,00109","0,00332","0,00450","0,00461","7.501,00000","10,00000","121,00000","1.071,00000","0,00696","0,00925"
0,"1.659,00000","1.321,00000","6.155,00000","1,00000","24,00000","66,00000","432,00000","36,00000","1.035,00000","37,00000","1.318,00000","25,33355","0,01346","0,00397","0,00669","1,00000","5.299,00000","2,00000","1.948,00000","7.003,00000","0,00109","0,00332","0,00634","0,00558","6.616,00000","10,00000","172,00000","1.071,00000","0,00696","0,00925"
0,"1.646,00000","1.068,00000","6.603,00000","1,00000","28,00000","70,00000","464,00000","39,00000","1.004,00000","41,00000","1.251,00000","22,30211","0,01162","0,00397","0,00672","1,00000","5.445,00000","2,00000","2.086,00000","7.299,00000","0,00105","0,00404","0,00521","0,00493","7.491,00000","8,00000","159,00000","1.457,00000","0,00762","0,00925"
0,"1.640,00000","772,00000","6.570,00000","1,00000","28,00000","70,00000","462,00000","39,00000","1.006,00000","41,00000","1.256,00000","17,28406","0,01044","0,00397","0,00671","1,00000","5.408,00000","2,00000","2.076,00000","7.277,00000","0,00106","0,00385","0,00615","0,00631","6.877,00000","9,00000","191,00000","1.032,00000","0,01037","0,00925"
0,"1.640,00000","772,00000","6.570,00000","1,00000","28,00000","70,00000","462,00000","39,00000","1.006,00000","41,00000","1.256,00000","21,67934","0,01044","0,00397","0,00671","1,00000","5.408,00000","2,00000","2.076,00000","7.277,00000","0,00106","0,00385","0,00531","0,00493","8.277,00000","9,00000","161,00000","1.032,00000","0,01037","0,00925"
0,"1.612,00000","938,00000","6.636,00000","1,00000","28,00000","71,00000","466,00000","40,00000","1.002,00000","42,00000","1.247,00000","31,77579","0,01133","0,00397","0,00672","1,00000","5.121,00000","2,00000","2.096,00000","7.320,00000","0,00106","0,00355","0,00609","0,00525","8.343,00000","7,00000","191,00000","1.348,00000","0,00762","0,00925"
0,"1.548,00000","837,00000","6.670,00000","1,00000","29,00000","71,00000","469,00000","40,00000","1.000,00000","42,00000","1.242,00000","21,93313","0,01080","0,00397","0,00672","1,00000","5.156,00000","2,00000","2.107,00000","7.342,00000","0,00105","0,00373","0,00522","0,00479","7.439,00000","7,00000","145,00000","1.446,00000","0,00686","0,00925"
0,"1.407,00000","938,00000","6.636,00000","1,00000","28,00000","71,00000","466,00000","40,00000","1.002,00000","42,00000","1.247,00000","15,87617","0,01133","0,00397","0,00672","1,00000","5.121,00000","2,00000","2.096,00000","7.320,00000","0,00106","0,00355","0,00656","0,00443","7.501,00000","7,00000","169,00000","1.348,00000","0,00762","0,00925"
0,"1.407,00000","938,00000","6.636,00000","1,00000","28,00000","71,00000","466,00000","40,00000","1.002,00000","42,00000","1.247,00000","17,28406","0,01133","0,00397","0,00672","1,00000","5.121,00000","2,00000","2.096,00000","7.320,00000","0,00106","0,00355","0,00469","0,00479","7.484,00000","7,00000","86,00000","1.348,00000","0,00762","0,00925"
0,"1.733,00000","1.098,00000","5.190,00000","1,00000","17,00000","56,00000","365,00000","28,00000","1.113,00000","29,00000","1.493,00000","24,27985","0,01081","0,00397","0,00663","1,00000","4.390,00000","2,00000","1.649,00000","6.334,00000","0,00122","0,00379","0,00604","0,00503","7.148,00000","9,00000","174,00000","1.243,00000","0,00862","0,00929"
0,"1.733,00000","1.098,00000","5.190,00000","1,00000","17,00000","56,00000","365,00000","28,00000","1.113,00000","29,00000","1.493,00000","26,43298","0,01081","0,00397","0,00663","1,00000","4.390,00000","2,00000","1.649,00000","6.334,00000","0,00122","0,00379","0,00561","0,00438","7.505,00000","9,00000","163,00000","1.243,00000","0,00862","0,00929"
0,"1.730,00000","1.231,00000","4.936,00000","1,00000","15,00000","53,00000","347,00000","26,00000","1.137,00000","27,00000","1.549,00000","21,67934","0,01013","0,00397","0,00661","1,00000","5.856,00000","2,00000","1.570,00000","6.150,00000","0,00124","0,00395","0,00463","0,00361","7.148,00000","10,00000","168,00000","1.288,00000","0,00900","0,00929"
0,"1.730,00000","1.231,00000","4.936,00000","1,00000","15,00000","53,00000","347,00000","26,00000","1.137,00000","27,00000","1.549,00000","24,97733","0,01013","0,00397","0,00661","1,00000","5.856,00000","2,00000","1.570,00000","6.150,00000","0,00124","0,00395","0,00377","0,00376","5.291,00000","10,00000","89,00000","1.288,00000","0,00900","0,00929"
0,"1.608,00000","1.304,00000","4.814,00000","1,00000","15,00000","52,00000","338,00000","25,00000","1.150,00000","26,00000","1.578,00000","29,60372","0,00981","0,00397","0,00660","1,00000","4.123,00000","2,00000","1.532,00000","6.060,00000","0,00126","0,00404","0,00454","0,00444","5.246,00000","11,00000","191,00000","1.310,00000","0,00925","0,00929"
0,"1.543,00000","1.001,00000","5.403,00000","1,00000","19,00000","58,00000","380,00000","29,00000","1.094,00000","31,00000","1.450,00000","21,88643","0,01138","0,00397","0,00664","1,00000","5.540,00000","2,00000","1.715,00000","6.486,00000","0,00120","0,00366","0,00521","0,00422","7.408,00000","9,00000","145,00000","1.209,00000","0,00829","0,00929"
0,"1.538,00000","1.123,00000","5.138,00000","1,00000","17,00000","55,00000","361,00000","27,00000","1.118,00000","29,00000","1.504,00000","26,43298","0,01067","0,00397","0,00662","1,00000","4.274,00000","2,00000","1.633,00000","6.297,00000","0,00122","0,00382","0,00476","0,00350","5.095,00000","10,00000","170,00000","1.252,00000","0,00866","0,00929"
0,"1.538,00000","1.123,00000","5.138,00000","1,00000","17,00000","55,00000","361,00000","27,00000","1.118,00000","29,00000","1.504,00000","30,45413","0,01067","0,00397","0,00662","1,00000","4.274,00000","2,00000","1.633,00000","6.297,00000","0,00122","0,00382","0,00759","0,00368","5.891,00000","10,00000","202,00000","1.252,00000","0,00866","0,00929"
0,"1.408,00000","1.203,00000","4.986,00000","1,00000","16,00000","53,00000","351,00000","26,00000","1.133,00000","27,00000","1.538,00000","15,87617","0,01027","0,00397","0,00661","1,00000","6.875,00000","2,00000","1.586,00000","6.186,00000","0,00124","0,00392","0,00766","0,00448","8.343,00000","10,00000","198,00000","1.279,00000","0,00895","0,00929"
0,"1.408,00000","1.203,00000","4.986,00000","1,00000","16,00000","53,00000","351,00000","26,00000","1.133,00000","27,00000","1.538,00000","17,28406","0,01027","0,00397","0,00661","1,00000","6.875,00000","2,00000","1.586,00000","6.186,00000","0,00124","0,00392","0,00712","0,00444","9.738,00000","10,00000","186,00000","1.279,00000","0,00895","0,00929"
0,"1.756,00000","1.217,00000","4.961,00000","1,00000","16,00000","53,00000","349,00000","26,00000","1.135,00000","27,00000","1.544,00000","19,63342","0,01020","0,00397","0,00661","1,00000","6.672,00000","2,00000","1.578,00000","6.168,00000","0,00124","0,00394","0,00544","0,00350","5.246,00000","10,00000","172,00000","1.283,00000","0,00895","0,00938"
0,"1.756,00000","1.217,00000","4.961,00000","1,00000","16,00000","53,00000","349,00000","26,00000","1.135,00000","27,00000","1.544,00000","21,37450","0,01020","0,00397","0,00661","1,00000","6.672,00000","2,00000","1.578,00000","6.168,00000","0,00124","0,00394","0,00316","0,00357","7.011,00000","10,00000","169,00000","1.283,00000","0,00895","0,00938"
0,"1.740,00000","1.085,00000","5.216,00000","1,00000","17,00000","56,00000","367,00000","28,00000","1.111,00000","29,00000","1.488,00000","20,77763","0,01088","0,00397","0,00663","1,00000","4.140,00000","2,00000","1.657,00000","6.353,00000","0,00121","0,00377","0,00662","0,00481","10.220,00000","9,00000","196,00000","1.239,00000","0,00857","0,00938"
0,"1.740,00000","1.085,00000","5.216,00000","1,00000","17,00000","56,00000","367,00000","28,00000","1.111,00000","29,00000","1.488,00000","23,93845","0,01088","0,00397","0,00663","1,00000","4.140,00000","2,00000","1.657,00000","6.353,00000","0,00121","0,00377","0,00615","0,00354","7.011,00000","9,00000","176,00000","1.239,00000","0,00857","0,00938"
0,"1.631,00000","1.289,00000","4.838,00000","1,00000","15,00000","52,00000","340,00000","25,00000","1.147,00000","26,00000","1.572,00000","29,18745","0,00988","0,00397","0,00660","1,00000","6.092,00000","2,00000","1.540,00000","6.078,00000","0,00126","0,00402","0,00489","0,00598","5.146,00000","11,00000","193,00000","1.306,00000","0,00920","0,00938"
0,"1.561,00000","1.110,00000","5.164,00000","1,00000","17,00000","55,00000","363,00000","28,00000","1.116,00000","29,00000","1.499,00000","26,06130","0,01074","0,00397","0,00662","1,00000","4.494,00000","2,00000","1.641,00000","6.316,00000","0,00121","0,00381","0,00377","0,00347","7.894,00000","9,00000","170,00000","1.248,00000","0,00862","0,00938"
0,"1.561,00000","1.110,00000","5.164,00000","1,00000","17,00000","55,00000","363,00000","28,00000","1.116,00000","29,00000","1.499,00000","14,17574","0,01074","0,00397","0,00662","1,00000","4.494,00000","2,00000","1.641,00000","6.316,00000","0,00121","0,00381","0,00609","0,00371","6.745,00000","9,00000","134,00000","1.248,00000","0,00862","0,00938"
0,"1.543,00000","990,00000","5.430,00000","1,00000","19,00000","58,00000","382,00000","30,00000","1.092,00000","31,00000","1.445,00000","21,88754","0,01145","0,00397","0,00664","1,00000","5.541,00000","2,00000","1.723,00000","6.505,00000","0,00119","0,00365","0,00521","0,00422","7.409,00000","8,00000","145,00000","1.205,00000","0,00825","0,00938"
0,"1.429,00000","1.190,00000","5.011,00000","1,00000","16,00000","54,00000","352,00000","26,00000","1.130,00000","28,00000","1.532,00000","15,65293","0,01033","0,00397","0,00661","1,00000","7.760,00000","2,00000","1.594,00000","6.205,00000","0,00124","0,00390","0,00315","0,00499","8.183,00000","10,00000","161,00000","1.274,00000","0,00890","0,00938"
0,"1.429,00000","1.190,00000","5.011,00000","1,00000","16,00000","54,00000","352,00000","26,00000","1.130,00000","28,00000","1.532,00000","17,04103","0,01033","0,00397","0,00661","1,00000","7.760,00000","2,00000","1.594,00000","6.205,00000","0,00124","0,00390","0,00725","0,00598","9.551,00000","10,00000","188,00000","1.274,00000","0,00890","0,00938"
0,"1.389,00000","1.319,00000","4.790,00000","1,00000","15,00000","51,00000","337,00000","25,00000","1.152,00000","26,00000","1.584,00000","15,87617","0,00975","0,00397","0,00659","1,00000","6.510,00000","2,00000","1.525,00000","6.042,00000","0,00126","0,00406","0,00337","0,00357","5.291,00000","11,00000","170,00000","1.315,00000","0,00925","0,00938"
0,"1.782,00000","1.203,00000","4.986,00000","1,00000","16,00000","53,00000","351,00000","26,00000","1.133,00000","27,00000","1.538,00000","19,35735","0,01027","0,00397","0,00661","1,00000","4.919,00000","2,00000","1.586,00000","6.186,00000","0,00123","0,00392","0,00678","0,00347","5.146,00000","10,00000","172,00000","1.279,00000","0,00890","0,00948"
0,"1.782,00000","1.203,00000","4.986,00000","1,00000","16,00000","53,00000","351,00000","26,00000","1.133,00000","27,00000","1.538,00000","24,27985","0,01027","0,00397","0,00661","1,00000","4.919,00000","2,00000","1.586,00000","6.186,00000","0,00123","0,00392","0,00337","0,00371","4.994,00000","10,00000","80,00000","1.279,00000","0,00890","0,00948"
0,"1.746,00000","1.073,00000","5.242,00000","1,00000","17,00000","56,00000","368,00000","28,00000","1.109,00000","29,00000","1.482,00000","20,48547","0,01095","0,00397","0,00663","1,00000","6.875,00000","2,00000","1.665,00000","6.372,00000","0,00121","0,00376","0,00674","0,00583","9.460,00000","9,00000","198,00000","1.235,00000","0,00852","0,00948"
0,"1.746,00000","1.073,00000","5.242,00000","1,00000","17,00000","56,00000","368,00000","28,00000","1.109,00000","29,00000","1.482,00000","25,69485","0,01095","0,00397","0,00663","1,00000","6.875,00000","2,00000","1.665,00000","6.372,00000","0,00121","0,00376","0,00582","0,00503","8.026,00000","9,00000","167,00000","1.235,00000","0,00852","0,00948"
0,"1.655,00000","1.274,00000","4.862,00000","1,00000","15,00000","52,00000","342,00000","25,00000","1.145,00000","26,00000","1.567,00000","28,77705","0,00994","0,00397","0,00660","1,00000","5.418,00000","2,00000","1.548,00000","6.096,00000","0,00125","0,00400","0,00526","0,00448","5.047,00000","11,00000","196,00000","1.301,00000","0,00915","0,00948"
0,"1.584,00000","1.098,00000","5.190,00000","1,00000","17,00000","56,00000","365,00000","28,00000","1.113,00000","29,00000","1.493,00000","29,60372","0,01081","0,00397","0,00663","1,00000","5.856,00000","2,00000","1.649,00000","6.334,00000","0,00121","0,00379","0,00469","0,00361","5.668,00000","9,00000","167,00000","1.243,00000","0,00857","0,00948"
0,"1.584,00000","1.098,00000","5.190,00000","1,00000","17,00000","56,00000","365,00000","28,00000","1.113,00000","29,00000","1.493,00000","13,97641","0,01081","0,00397","0,00663","1,00000","5.856,00000","2,00000","1.649,00000","6.334,00000","0,00121","0,00379","0,00656","0,00368","6.616,00000","9,00000","89,00000","1.243,00000","0,00857","0,00948"
